nome,conselho_regional,registo,localidade,data_constituicao,email,morada,codigo_postal,telefone,telemovel,fax,url_fonte,zona_evento,tipo_evento,observacoes
"MONEREO MEYER, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,41/22,LISBOA,14-11-2022,lis@mmmm.pt,"Rua Filipe Folque n.º 10 J, 4º dto",1050-113 LISBOA,+351210203478,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=54,,,
"MONTALVÃO MARTINS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,1/93,LISBOA,05-01-1993,montalvaoassociados@gmail.com,"Av. da República, 64 - 8º",1050-197 LISBOA,+351217827120,,+351217827139,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MORAIS CARDOSO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,66/13,LISBOA,18-12-2013,geral@mcadvogados.pt,"Av. João Crisóstomo, 18 - 5º esq.",1000-079 LISBOA,+351213524126,,+351213524126,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MORAIS LEITÃO, GALVÃO TELES, SOARES DA SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS E CONSULTORES, SP, RL",Lisboa,62/93,LISBOA,31-12-1993,mlgtslisboa@mlgts.pt,"Rua Castilho, 165",1070-050 LISBOA,+351213817400,,+351213817499,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MOREIRA COSTA, & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,26/15,CORROIOS,11-05-2015,tania.santos.costa-17247l@adv.oa.pt,"Rua da Niza, 25 - cave dta",2855-429 CORROIOS,+351212537707,,+351212533751,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MOREIRA, BRITES & BAPTISTA-SOCIEDADE DE AVOGADOS, SP, RL",Lisboa,70/10,LISBOA,29-07-2010,paulo.moreira@advogados-associados.eu,"Av. António Augusto de Aguiar, n.º 25, 2º Esquerdo",1050-012 LISBOA,+351213163450,,+351213163459,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MORGADO OLIVEIRA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,38/09,CARNAXIDE,06-04-2009,tgamboa-19871l@adv.oa.pt,"Estrada da Outurela, 121 Edifício Strapex",2794-051 CARNAXIDE,+351214161829,,+351210435894,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MOTA CAMPOS, CORRÊA MARTINS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,27/14,LISBOA,29-04-2014,geral@pmcm.pt,"Av. Luís Bívar, n.º 93 - 6º esq.",1050-143 LISBOA,+351213845220,,+351213845221,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MOTA DE CAMPOS, ALMEIDA E COSTA, PIRES E ASSOCIADOS-SOCIEDADE DE ADVOGADOS",Lisboa,69/01,LISBOA,19-12-2001,mapa.advogados@vizzavi.pt,"Av. António Augusto de Aguiar, 118 - 2º.",1050-019 LISBOA,+351213583060,,+351213583069,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MOTA PEREIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,39/01,LISBOA,30-08-2001,smp@motapereira.pt,"Av. Guerra Junqueiro, 3 - 2º. Esqº.",1000-166 LISBOA,+351218402888,,+351218402897,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MOTA, MANTEIGAS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,11/16,LISBOA,22-03-2016,contact@mlaw.pt,"Rua Abílio Mendes, loja 10-A",1500-458 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=55,,,
"MOUSINHO BASTOS DE SOUSA E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,21/90,LISBOA,09-04-1990,atm@mltportugal.com,"Avenida da República, n.º 34 - 3º andar",1050-193 LISBOA,+351213870638,,+351213875294,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"MOUTEIRA GUERREIRO, ROSA AMARAL & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL",Lisboa,48/04,LISBOA,17-09-2004,mgra@mgra.pt,"Av 5 de Outubro, n.º 16 - 3º dto.",1050-056 LISBOA,+351213595090,,+351213595099,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"MR VERÍSSIMO – SOCIEDADE DE ADVOGADOS E CONSULTORIA EMPRESARIAL, SP, UNIPESSOAL, LDA,",Lisboa,34/24,LISBOA,09-10-2024,mrv@mcmadvogados.pt,"Avenida Sidónio Pais, n.º 16 – 4 drt.",1050-215 LISBOA,+351213159056,,+351UNIPESSOAL,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"N. MALDONADO SOUSA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,9/01,LISBOA,20-02-2001,gabriela.rei-13997l@adv.oa.pt,"Avenida Engenheiro Duarte Pacheco, Amoreiras, Torre 1, Piso 2, Sala 3",1070-101 LISBOA,+351213512760,,+351213512769,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"NAA - N ADVOGADOS ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,64/05,LISBOA,24-11-2005,advogados.csc@clix.pt,"Rua dos Sapateiros, n.º 39 - 3º andar esq.",1149-025 LISBOA,+351214818540,,+351214818548,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"NABAIS, PROENÇA E COSTA - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,47/01,LISBOA,04-10-2001,nabais@npc-adv.pt,"Av. Santos Dumond, 57 - 4º. drtº.",1050-202 LISBOA,+351217962625,,+351217938004,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"NASCIMENTO CATARINO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,15/05,LISBOA,17-02-2005,info@ncadvogados.com,"Av. Engº. Duarte Pacheco, Torre 2 - Piso 2º- n.º 10",1070-102 LISBOA,+351213869300,,+351213869301,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"NASCIMENTO, SAMPAIO, RAMOS & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,47/18,LISBOA,03-12-2018,claudio-44392l@adv.oa.pt,"Alameda dos Oceanos, n.º 65 - esc. 0.2",1990-208 LISBOA,+351215893100,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"NAVARRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,14/21,LISBOA,26-03-2021,geral@navarro-advogados.pt,"Avenida Defensores de Chaves, n.º 15 - 5° B",1000-109 LISBOA,+351210961080,,+351210961081,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"NAZARÉ, LIMA, PIRIQUITO SANTOS & ASSOCIADOS SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,31/24,LISBOA,14-08-2024,info@nlp.legal,"Largo Jean Monnet, n.º 1 - 2º andar",1250-130 LISBOA,+351916225520,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=56,,,
"NELSON ROSA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,7/12,LISBOA,07-03-2012,nelson.rosa-15865l@adv.oa.pt,Avenida da Liberdade número 129 B,1250-140 LISBOA,+351211924240,,+351211922811,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
NEVES LIMA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP RL,Lisboa,62/04,LISBOA,30-12-2004,geral@neveslima.com,"Av. Marques de Tomar, 44 - 3º",1050-156 LISBOA,+351213849070,,+351213849089,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
"NEVES, PINHEIRO, NEVES & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,8/07,LISBOA,14-03-2007,geral@npn.pt,"Estrada da Luz, 90 - 6º. E",1600-160 LISBOA,+351217220790,,+351217271394,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
"NGS - LEÃO E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,61/08,LISBOA,26-09-2008,geral.lisboa@ngsadvogados.com,"Estrada de Benfica, 447, 1º Dto.",1500-080 LISBOA,+351217788576,,+351217781205,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
NICOLINA CABRITA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,53/96,LISBOA,11-11-1996,nicolina.cabrita-6753L@adv.oa.pt,"Rua Latino Coelho, n.º 87, Sala A1",1050-134 LISBOA,+351217811100,,+351217932983,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
"NISTAL & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,45/15,LISBOA,05-10-2015,lisbon@npadvogados.com,"Rua Marquês de Subserra, n.º 9 - 1º esq.",1070-170 LISBOA,+351213147970,,+351213147972,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
"NOBRE GUEDES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,67/03,LISBOA,28-10-2003,ngms@ngms.pt,"Rua do Alecrim, n.º 26 J - 1º esq.",1200-014 LISBOA,+351210900300,,+351210900399,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
NOBRE SAMPAIO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS,Lisboa,50/02,LISBOA,24-06-2002,info@nobresampaio.com,"Lg. do Mastro, 34 r/c",1150-229 LISBOA,+351218851530,,+351218581077,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
"NOBRE SARAIVA, RIBEIRO DOS SANTOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,59/14,TORRES VEDRAS,14-11-2014,paulosaraiva-15571l@adv.oa.pt,"Rua Maria Barreto Bastos, 30 C",2560-350 TORRES VEDRAS,+351261336220,,+351261336229,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
"NORONHA TINY & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RI",Lisboa,44/12,LISBOA,09-10-2012,kiluangetiny-19331l@adv.oa.pt,"Rua Fialho de Almeida, 14 - 2º esq., esc. y14",1070-129 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=57,,,
"NÓVOA CORTEZ & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,60/11,LISBOA,21-12-2011,joao.novoa.cortez@nca.com.pt,"Rua Rosa Araújo, n.º 30 - 6º esq.",1250-198 LISBOA,+351213504433,,+351213504439,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"NSMLAWYERS, SOCIEDADE DE ADVOGADOS E MULTIDISCIPLINAR, SP, RL",Lisboa,10/18,LISBOA,08-03-2018,geral@nsmadvogados.pt,"Av Fontes Pereira de Melo, 21 - 2º piso",1050-116 LISBOA,+351215847264,,+351211911722,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"NUNES CAETANO, LAWYERS – SOCIEDADE DE ADVOGADOS - SP RL",Lisboa,12/25,LISBOA,22-04-2025,ananunescaetano-21807l@adv.oa.pt,"Rua General Pimenta de Castro, 4-C",1700-218 LISBOA,+351211517535,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"NUNO AURELIANO E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,46/21,LISBOA,27-09-2021,n.aureliano-20451l@adv.oa.pt,"Praça Luís de Camões, n.º 46, 1.º Direito",1200-243 LISBOA,+351213461972,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"NUNO PINTO COELHO DE FARIA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL",Lisboa,70/08,LISBOA,20-10-2008,geral@npcf.pt,"Avenida da Liberdade, n.º 144 - 5º dto",1250-146 LISBOA,+351213570023,,+351213570044,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"NUNO SANTOS HORTA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,12/15,LISBOA,02-03-2015,geral@ch-advogados.pt,"Rua Artilharia 1, n.º 51, Páteo Bagatela, Edf 1 - - 2º",1250-137 LISBOA,+351219364906,,+351219364912,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
NUNO SOUSA GODINHO & OLAVO RIO RALHA-SOCIEDADE DE ADVOGADOS RL,Lisboa,3/07,SANTO ANTÓNIO CAVALEIROS,15-01-2007,geral@nsgorradvogados.com,"R. Comandante Sacadura Cabral, 49 - 2º. e 3º. - Esqº.",2660-326 SANTO ANTÓNIO CAVALEIROS,+351219882458,,+351219500581,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
NUNO TEIXEIRA MATOS E NELSON ROCHA - SOCIEDADE DE ADVOGADOS,Lisboa,46/98,LISBOA,29-12-1998,ntm-12619l@adv.oa.pt,"Rua Duque de Palmela, 30 - 6º. E",1250-098 LISBOA,+351213543808,,+351213535907,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"OLIVEIRA ASCENSÃO E ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,21/96,LISBOA,08-03-1996,oascensao@oliveiraascensao.pt,"Campo Grande, 28 - 9º. C",1700-093 LISBOA,+351217974013,,+351217973854,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"OLIVEIRA DA SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,20/96,LISBOA,08-03-1996,geral@olidasillaw.com,"Rua Poeta Bocage, 6 A - 1º Escritório A",1600-581 LISBOA,+351217112280,,+351217112289,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=58,,,
"OLIVEIRA FERNANDES, HENRIQUES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,93/10,LISBOA,30-11-2010,rof-19103l@adv.oa.pt,"Av. Engº. Duarte Pacheco, Torre 1, Piso 5, Sala - 10",1070-103 LISBOA,+351213822360,,+351213822369,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"OLIVEIRA GOMES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,11/15,LISBOA,24-02-2015,og@ogadvogados.pt,"Av João Crisostomo, 18 - 2º esq",1000-179 LISBOA,+351213571744,,+351213571741,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"Oliveira, Patrício & Associados, Sociedade de Advogados, SP, RL",Lisboa,14/20,LISBOA,15-06-2020,catarinasilvadeoliveira-48632L@adv.oa.pt,"Avenida 24 de Julho, n.º 68 E",1200-869 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"ONOFRE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,2/13,LISBOA,02-01-2013,geral@onofre.pt,"Rua da Fraternidade Operária, 6 E",1950-138 LISBOA,+351211976700,,+351210859420,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
ÓSCAR MONTEIRO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,63/04,LISBOA,30-12-2004,oscarmonteiro@netcabo.pt,"Av. João Crisóstomo, n.º 75, letras A e B",1050-126 LISBOA,+351213556416,,+351213525134,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"OSÓRIO & REIS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,13/10,MOSCAVIDE,03-02-2010,osorioreisadvogados@sapo.pt,"Av. de Moscavide, 21 - 1º",1885-064 MOSCAVIDE,+351219434098,,+351219434098,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"P. ROCHA DIOGO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,28/21,LISBOA,11-06-2021,rochadiogo@hotmail.com,"Rua Coronel Luna de Oliveira, N.º 24 A",1900-167 LISBOA,+351218151172,,+351218151172,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"P.L.N.-DEUS PINHEIRO, FERREIRA DE LEMOS, PITA NEGRÃO E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,4/07,LISBOA,07-02-2007,plen@plen.pt,"Av. Eng. Duarte Pacheco, Torre 2 Amoreiras, 16º A",1070-102 LISBOA,+351213513580,,+351213513581,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"PABC, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,5/21,LISBOA,22-02-2021,anaperalta@mpradvogados.pt,"Av. Fontes Pereira de Melo, 35 - 1º B",1050-118 LISBOA,+351213170460,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
PAIS CLEMENTE DE PAIVA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,40/92,LISBOA,04-12-1992,soc.@oa.pt,"Rua de Entrecampos, 16 - 6º. Esqº.",1000-152 LISBOA,+351213529519,,+351213529424,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=59,,,
"PAIS DE VASCONCELOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,43/19,LISBOA,27-09-2019,pedropv@paisdevasconcelos.com,"Largo Vitorino Damásio, n.º 4, 1º andar",1200-872 LISBOA,+351213572542,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PALM LEGAL - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,26/22,LISBOA,11-07-2022,pcruzalmeida-9377l@adv.oa.pt,"Avenida Eng Duarte Pacheco, Amoreias Torre 1, piso 5 – sala 5",1070-101 LISBOA,+351213243690,,+351213243699,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PALMA, GAMBOA, CASTRO NUNES & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,38/16,LISBOA,19-10-2016,gamboa-19871l@adv.oa.pt,"Rua Tierno Galvan, torre 3, 17º",1070-274 LISBOA,+351213822500,,+351213822509,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
PARADELA DE ABREU E ASSOCIADOS-SOCIEDADE CIVIL DE ADVOGADOS,Lisboa,41/03,LISBOA,23-06-2003,p.paradeladeabreuadv@netc.pt,"R. da Prata, 260 - 2º.",1100-423 LISBOA,+351218878087,,+351218878089,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PASSPORT ALLIANCE, LAW AND CONSULTING SERVICES, ADVOGADOS, SOCIEDADE MULTIDISCIPLINAR DE PROFISSIONAIS, RESPONSABILIDADE LIMITADA",Lisboa,37/25,CASCAIS,10-10-2025,priscillamello-56914L@adv.oa.pt; priscilla.mello@passportalliance.com,"Alameda Duquesa de Palmela, n.º 367, 2.º D",2750-340 CASCAIS,+351918591879,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PATRÍCIO, PESTANA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,12/21,LISBOA,16-03-2021,ap@paxlegal.pt,"Avenida do Engenheiro Duarte Pacheco, Amoreiras - Torre 1 - 14º, sala 1",1070-101 LISBOA,+351213850046,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"Paula Lourenço, Sociedade de Advogados, SP, RL",Lisboa,33/22,LISBOA,11-08-2022,paula.lourenco-10470l@adv.oa.pt,"Rua Marquês de Fronteira n.º 8 - 1º dto,",1070-296 LISBOA,+351210133321,,+351210133326,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PAULO BORGES DE ALMEIDA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,52/11,LISBOA,06-10-2011,geral@pba-a.com,"Rua Joaquim António de Aguiar, 45 - 4º direito",1070-150 LISBOA,+351213815690,,+351213564321,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PAULO DE ALMEIDA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,42/99,LISBOA,29-07-1999,paaraujo@paasa.pt,"Calçada Bento da Rocha Cabral, n.º 1",1250-047 LISBOA,+351213584700,,+351213584701,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PAULO ESPÍRITO SANTO AMIL & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,7/10,LISBOA,18-01-2010,pesamil-8855l@adv.oa.pt,"Av. António Augusto de Aguiar, 17 - 2º esq",1050-012 LISBOA,+351217957013,,+351217957015,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=60,,,
"PAULO GONÇALVES DUARTE & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,29/17,CASCAIS,24-07-2017,carlaviegas-16997L@adv.oa.pt,"Av Eng Adelino Amaro da Costa, 189 - 2º - esc. 15",2750-279 CASCAIS,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=61,,,
"PAULO REIS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,36/00,LISBOA,26-07-2000,lisboa@g-advogados.com,"Rua Fernando Curado Ribeiro, n.º 4 D, 2º dto.",1600-449 LISBOA,+351210010640,,+351210010644,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=61,,,
"PAULO SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS DE RESPONSABILIDADE LIMITADA, SP, RL",Lisboa,34/03,ALMADA,07-05-2003,psa@psa.pt,"R. Ramiro Ferrão, 13 C",2805-356 ALMADA,+351212729380,,+351212729389,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=61,,,
"PAULOS & RODRIGUES, SOCIEDADE DE ADVOGADOS SP, RL",Lisboa,27/18,LISBOA,27-06-2018,joserodrigues-9205l@adv.oa.pt,"Av. Columbano Borlado Pinheiro, 7 - 7º esq.",1070-060 LISBOA,+351217269248,,+351217263087,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=61,,,
"PBBR SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,75/06,LISBOA,13-11-2006,geral@pbbr.pt,"Av. da Liberdade, 110 - 6º.",1250-146 LISBOA,+351213264747,,+351213264757,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=61,,,
